sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
cov50_pass5	MIEF2--ULK3	chr17:18263248	chr15:74841505	49
cov50_pass5	UACA--FAM46C	chr15:70691299	chr1:117622842	49
cov50_pass5	EQTN--CLLU1OS	chr9:27292401	chr12:92421173	49
cov50_pass5	PRAMEF19--AC007557.1	chr1:13371614	chr2:216871456	49
cov50_pass5	UBE2G1--CD84	chr17:4307021	chr1:160549979	49
cov50_pass5	MED20--MYNN	chr6:41917795	chr3:169782465	49
cov50_pass5	APOOL--CACNG8	chrX:85067218	chr19:53979867	49
cov50_pass5	CXCL5--FCER2	chr4:73998473	chr19:7698409	49
cov50_pass5	CXORF66--ZNF683	chrX:139958064	chr1:26362022	49
cov50_pass5	XAGE2B--SP4	chrX:52370095	chr7:21477079	49
cov50_pass5	IQGAP3--SYNJ2	chr1:156531160	chr6:158059257	49
cov50_pass5	KIF2C--PRDM2	chr1:44757971	chr1:13742005	49
cov50_pass5	LETM2--GOLPH3L	chr8:38407038	chr1:150694850	49
cov50_pass5	ZNF550--FLNC	chr19:57552627	chr7:128841454	49
cov50_pass5	KLB--DAGLA	chr4:39437995	chr11:61734849	49
cov50_pass5	KIR3DX1--IL1R2	chr19:54532831	chr2:102028226	49
cov50_pass5	LIN7A--COX7A2L	chr12:80848099	chr2:42353343	49
cov50_pass5	LIPI--TTC7B	chr21:14181758	chr14:90541589	49
cov50_pass5	DHCR24--SPAG11B	chr1:54854037	chr8:7450900	49
cov50_pass5	VENTX--PRR25	chr10:133238155	chr16:807472	49
cov50_pass5	ACOT12--CAMK2B	chr5:81385757	chr7:44231054	49
cov50_pass5	DYNC2LI1--AL590708.2	chr2:43800917	chr9:128128520	49
cov50_pass5	ZNF317--ATP11A	chr19:9158075	chr13:112858145	49
cov50_pass5	ACOT6--TTC40	chr14:73617192	chr10:132832802	49
cov50_pass5	DYRK1B--IGSF3	chr19:39830375	chr1:116614175	49
cov50_pass5	DYRK1B--KIAA1199	chr19:39830664	chr15:80925624	49
cov50_pass5	ZNF568--MALT1	chr19:36936872	chr18:58681170	49
cov50_pass5	ZNF615--TFPI	chr19:52001813	chr2:187484216	49
cov50_pass5	ZNF620--RHOXF2	chr3:40508774	chrX:120160358	49
cov50_pass5	AC017104.2--ELL	chr2:231452810	chr19:18458329	49
cov50_pass5	ZNF669--SLC2A8	chr1:247101731	chr9:127407436	49
cov50_pass5	ZNF708--GMFG	chr19:21310501	chr19:39329073	49
cov50_pass5	LDLR--MAGEB6	chr19:11089615	chrX:26193786	49
cov50_pass5	DMC1--UBA52	chr22:38562287	chr19:18575057	49
cov50_pass5	LCORL--CT47B1	chr4:17961903	chrX:120874020	49
cov50_pass5	AC002310.13--C19ORF70	chr16:30557987	chr19:5679396	49
cov50_pass5	DSP--SSR1	chr6:7578562	chr6:7310029	49
cov50_pass5	DSC2--GP9	chr18:31071605	chr3:129061728	49
cov50_pass5	PYCARD--LSM11	chr16:31202417	chr5:157754004	49
cov50_pass5	RABEPK--MMP17	chr9:125220397	chr12:131850925	49
cov50_pass5	ZSCAN32--BCL2A1	chr16:3384459	chr15:79961174	49
cov50_pass5	RAB3A--CALR3	chr19:18202513	chr19:16484115	49
cov50_pass5	DNAJC4--TMPRSS11E	chr11:64230940	chr4:68468879	49
cov50_pass5	KIAA1549L--SLC25A23	chr11:33552241	chr19:6454088	49
cov50_pass5	RBP5--IL6	chr12:7128703	chr7:22731406	49
cov50_pass5	LOXL3--KCNRG	chr2:74552322	chr13:50020214	49
cov50_pass5	ALPL--GALM	chr1:21560745	chr2:38729556	49
cov50_pass5	PRDM15--HELZ	chr21:41859592	chr17:67160362	49
cov50_pass5	CYP11B1--DCX	chr8:142875234	chrX:111410420	49
cov50_pass5	VMO1--HOPX	chr17:4785937	chr4:56656012	49
cov50_pass5	ISM1--CPNE1	chr20:13270743	chr20:35632385	49
cov50_pass5	VPS37D--ZNF469	chr7:73668096	chr16:88430734	49
cov50_pass5	ELP3--DTYMK	chr8:28106783	chr2:241680319	49
cov50_pass5	RNF219--KIAA1958	chr13:78644862	chr9:112645650	49
cov50_pass5	MAN1A2--GPR26	chr1:117499554	chr10:123674818	49
cov50_pass5	MAMDC2--LTB4R2	chr9:70044231	chr14:24310599	49
cov50_pass5	ANKLE1--SPATA31A3	chr19:17284266	chr9:66991129	49
cov50_pass5	ANKK1--MYH6	chr11:113398016	chr14:23403446	49
cov50_pass5	ANGEL1--FCGR3A	chr14:76812764	chr1:161549031	49
cov50_pass5	LYRM9--TSPAN14	chr17:27880274	chr10:80514019	49
cov50_pass5	DCAF6--APOC1	chr1:167966721	chr19:44916190	49
cov50_pass5	WNT3--LRRC34	chr17:46768312	chr3:169807490	49
cov50_pass5	LRBA--LHPP	chr4:150928834	chr10:124488422	49
cov50_pass5	EHMT2--SENP8	chr6:31889468	chr15:72139577	49
cov50_pass5	AKR1D1--SYT16	chr7:138076611	chr14:62075135	49
cov50_pass5	RHOT1--RALY	chr17:32171101	chr20:34077028	49
cov50_pass5	RHOC--NOL4	chr1:112703644	chr18:33958418	49
cov50_pass5	PRSS48--KPNB1	chr4:151279958	chr17:47656860	49
cov50_pass5	PSMA2--FAM60A	chr7:42924675	chr12:31298224	49
cov50_pass5	EEA1--KRT24	chr12:92891629	chr17:40700383	49
cov50_pass5	ADK--PABPN1	chr10:74176886	chr14:23323965	49
cov50_pass5	DEFB128--SLC16A1	chr20:189575	chr1:112929352	49
cov50_pass5	ADGB--ZNF230	chr6:146635537	chr19:44008790	49
cov50_pass5	ZFP92--PBX3	chrX:153420332	chr9:125960684	49
cov50_pass5	ECI2--RTKN2	chr6:4119186	chr10:62198443	49
cov50_pass5	KIAA0556--PTPRF	chr16:27721695	chr1:43590972	49
cov50_pass5	RCAN2--VAT1	chr6:46456752	chr17:43016144	49
cov50_pass5	ESRRG--COX6C	chr1:216723244	chr8:99887618	49
cov50_pass5	PAIP1--SMIM8	chr5:43536819	chr6:87340116	49
cov50_pass5	ASB14--CEP57	chr3:57291912	chr11:95818827	49
cov50_pass5	CDYL2--IFITM1	chr16:80620763	chr11:314922	49
cov50_pass5	TM7SF2--C11ORF85	chr11:65115081	chr11:64949868	49
cov50_pass5	STX16--ACSBG2	chr20:58652087	chr19:6151707	49
cov50_pass5	CDPF1--NCK2	chr22:46248172	chr2:105892982	49
cov50_pass5	TMEM129--ME3	chr4:1720633	chr11:86465200	49
cov50_pass5	C1ORF116--KPNA2	chr1:207024887	chr17:68040678	49
cov50_pass5	ST6GAL2--KIAA0355	chr2:106830066	chr19:34347877	49
cov50_pass5	PCDH19--BEX5	chrX:100406451	chrX:102154302	49
cov50_pass5	OAS1--GRIN2B	chr12:112908824	chr12:13567263	49
cov50_pass5	C1QL2--TUB	chr2:119157586	chr11:8089610	49
cov50_pass5	OASL--ACOT8	chr12:121038774	chr20:45843721	49
cov50_pass5	SRRT--SLC30A7	chr7:100882241	chr1:100912112	49
cov50_pass5	C19ORF71--FAM154B	chr19:3543473	chr15:82264673	49
cov50_pass5	TMEM30C--AKR7A2	chr3:100185878	chr1:19304386	49
cov50_pass5	ODF1--AFMID	chr8:102560572	chr17:78190970	49
cov50_pass5	CCAR2--KLHL41	chr8:22607024	chr2:169518190	49
cov50_pass5	CMTM7--HBEGF	chr3:32452473	chr5:140336027	49
cov50_pass5	CNDP2--HSD3B7	chr18:74512532	chr16:30986049	49
cov50_pass5	SH2B2--ARHGAP11A	chr7:102320502	chr15:32633063	49
cov50_pass5	SGSH--ZNF208	chr17:80212071	chr19:21987311	49
cov50_pass5	PIANP--CD1B	chr12:6698045	chr1:158329014	49
cov50_pass5	SPOPL--CTRB2	chr2:138550294	chr16:75204322	49
cov50_pass5	FMNL1--USF2	chr17:45244025	chr19:35270447	49
cov50_pass5	C14ORF39--TRMT2A	chr14:60433311	chr22:20113808	49
cov50_pass5	OLFML1--MYO10	chr11:7488415	chr5:16683935	49
cov50_pass5	SPIC--HYI	chr12:101482900	chr1:43451847	49
cov50_pass5	CDRT15--SPANXA1	chr17:14236282	chrX:141583959	49
cov50_pass5	TM2D3--EIF5A	chr15:101645087	chr17:7311350	49
cov50_pass5	PIAS3--FAM134A	chr1:145857313	chr2:219179733	49
cov50_pass5	SIGLEC8--TTC40	chr19:51457461	chr10:132832802	49
cov50_pass5	NOS2--VGLL4	chr17:27760030	chr3:11565019	49
cov50_pass5	GOLGA8A--CYP2A13	chr15:34385427	chr19:41094959	49
cov50_pass5	FITM2--NANOS3	chr20:44310976	chr19:13880442	49
cov50_pass5	TAX1BP3--GALE	chr17:3668488	chr1:23797871	49
cov50_pass5	TATDN3--NLGN4Y	chr1:212797196	chrY:14723117	49
cov50_pass5	FNDC1--AGPS	chr6:159226580	chr2:177538074	49
cov50_pass5	TECTA--WNT9B	chr11:121165383	chr17:46872517	49
cov50_pass5	FNDC1--SLC6A18	chr6:159256631	chr5:1239450	49
cov50_pass5	TEP1--NR0B1	chr14:20371489	chrX:30304823	49
cov50_pass5	CACNG1--BCL2L2	chr17:67054070	chr14:23307760	49
cov50_pass5	CEP104--JMJD6	chr1:3826370	chr17:76716722	49
cov50_pass5	CAMK2D--MED13L	chr4:113460147	chr12:116237705	49
cov50_pass5	NFKBID--ZNF3	chr19:35895980	chr7:100075261	49
cov50_pass5	SKAP1--SLC38A4	chr17:48189423	chr12:46780030	49
cov50_pass5	SULT2A1--STON1	chr19:47879036	chr2:48591653	49
cov50_pass5	TIMM10B--CD244	chr11:6482289	chr1:160841485	49
cov50_pass5	TIMM10B--SYS1	chr11:6481852	chr20:45363544	49
cov50_pass5	NFATC1--CALD1	chr18:79486937	chr7:134947508	49
cov50_pass5	SBF1--PLD3	chr22:50456216	chr19:40366419	49
cov50_pass5	CAMK2N2--C1ORF158	chr3:184261117	chr1:12755700	49
cov50_pass5	GSE1--FAM196A	chr16:85648751	chr10:127176400	49
cov50_pass5	NUBP1--LACRT	chr16:10758027	chr12:54632381	49
cov50_pass5	NEURL--C7ORF26	chr10:103571113	chr7:6602664	49
cov50_pass5	NUDT21--SNTB1	chr16:56447789	chr8:120538969	49
cov50_pass5	SIGLEC9--ADORA3	chr19:51125875	chr1:111486652	49
cov50_pass5	HBZ--CCNB1	chr16:153004	chr5:69177291	49
cov50_pass5	HBS1L--NPIPB8	chr6:135050582	chr16:28656633	49
cov50_pass5	GABARAPL1--AC106873.4	chr12:10213219	chr7:116966122	49
cov50_pass5	SEC24B--SERPINB2	chr4:109434002	chr18:63901740	49
cov50_pass5	FAM175B--WDR52	chr10:124801901	chr3:113433669	49
cov50_pass5	CCDC67--CTSV	chr11:93332288	chr9:97036747	49
cov50_pass5	HELB--SYCE1L	chr12:66302790	chr16:77212847	49
cov50_pass5	HSD11B1L--POLR1A	chr19:5686991	chr2:86047263	49
cov50_pass5	SOX18--VAPA	chr20:64049159	chr18:9954053	49
cov50_pass5	SDHAF2--INSL3	chr11:61430182	chr19:17817081	49
cov50_pass5	SDC1--TNFRSF4	chr2:20203087	chr1:1213093	49
cov50_pass5	POLR2F--NUPL1	chr22:37956901	chr13:25309247	49
cov50_pass5	GAGE12I--USP18	chrX:49342387	chr22:18176772	49
cov50_pass5	CSMD1--EIF2S2	chr8:3613276	chr20:34089905	49
cov50_pass5	TRPM7--NKD1	chr15:50594429	chr16:50630826	49
cov50_pass5	ATP8A1--ERI1	chr4:42444578	chr8:9016322	49
cov50_pass5	HTR6--ARHGEF33	chr1:19666467	chr2:38931109	49
cov50_pass5	MPDZ--APCS	chr9:13143466	chr1:159588101	49
cov50_pass5	FABP5--KIF13A	chr8:81280674	chr6:17780906	49
cov50_pass5	HUNK--THOP1	chr21:31940220	chr19:2811598	49
cov50_pass5	HVCN1--GTF2H4	chr12:110683225	chr6:30909034	49
cov50_pass5	CD1A--TSPAN18	chr1:158255350	chr11:44906407	49
cov50_pass5	ATP1A1--ZNF347	chr1:116388244	chr19:53142556	49
cov50_pass5	HYOU1--C17ORF98	chr11:119055493	chr17:38837240	49
cov50_pass5	TTLL10--RNASE10	chr1:1180860	chr14:20510467	49
cov50_pass5	GALT--GAGE12H	chr9:34648456	chrX:49581653	49
cov50_pass5	IER3IP1--CPO	chr18:47157436	chr2:206959631	49
cov50_pass5	PPCS--FAM114A2	chr1:42457350	chr5:154034377	49
cov50_pass5	ASPG--ZNF737	chr14:104112000	chr19:20536150	49
cov50_pass5	TUBB1--CAMKK2	chr20:59022953	chr12:121240542	49
cov50_pass5	SMYD4--MBNL3	chr17:1827861	chrX:132391083	49
cov50_pass5	FAM118A--KIAA1244	chr22:45335382	chr6:138242952	49
cov50_pass5	HIATL2--ASPA	chr9:96949555	chr17:3481603	49
cov50_pass5	FAM25G--AGAP6	chr10:47489584	chr10:50004685	49
cov50_pass5	HERC1--RASGEF1C	chr15:63727647	chr5:180119448	49
cov50_pass5	FAM71C--MYH7	chr12:99648789	chr14:23433227	49
cov50_pass5	COMT--TNF	chr22:19963759	chr6:31577116	49
cov50_pass5	TNS3--ASPM	chr7:47529036	chr1:197133595	49
cov50_pass5	CCDC141--CFD	chr2:178877964	chr19:861699	49
cov50_pass5	TOMM20L--TFPI	chr14:58396341	chr2:187484987	49
cov50_pass5	COTL1--SRCAP	chr16:84590105	chr16:30713208	49
cov50_pass5	MT3--FAM64A	chr16:56589189	chr17:6449312	49
cov50_pass5	SEC24C--HSDL2	chr10:73759794	chr9:112470432	49
cov50_pass5	PLA2G7--ZNF592	chr6:46714460	chr15:84797869	49
cov50_pass5	C9ORF135--FIS1	chr9:69844625	chr7:101240906	49
cov50_pass5	PLCB2--ANKRD61	chr15:40301957	chr7:6035444	49
cov50_pass5	PLIN1--RRP9	chr15:89673210	chr3:51934551	49
cov50_pass5	FAM21B--KLHL36	chr10:50085558	chr16:84656871	49
cov50_pass5	MRPS30--LTB4R	chr5:44811154	chr14:24315637	49
cov50_pass5	SEMA7A--LAMA2	chr15:74417591	chr6:129280061	49
cov50_pass5	HN1L--KCNC1	chr16:1691985	chr11:17771665	49
cov50_pass5	SEMA6D--TRIM29	chr15:47761431	chr11:120138145	49
cov50_pass5	SPAG11A--YIF1B	chr8:7848843	chr19:38307521	49
cov50_pass5	TAB3--ERCC3	chrX:30859487	chr2:127288864	48
cov50_pass5	RAP2A--LINC00908	chr13:97434784	chr18:76557975	48
cov50_pass5	ZNF823--TCP10L	chr19:11738817	chr21:32582415	48
cov50_pass5	GOLGA6L1--AC007040.11	chr15:22462084	chr2:70993775	48
cov50_pass5	SPRR3--ERCC6L2	chr1:153003296	chr9:95928719	48
cov50_pass5	CCRL2--PRDX2	chr3:46407694	chr19:12801069	48
cov50_pass5	NUDT15--DEFB108B	chr13:48037904	chr11:71837399	48
cov50_pass5	CCL24--LCE2A	chr7:75813643	chr1:152698882	48
cov50_pass5	OCM--C22ORF43	chr7:5880950	chr22:23620615	48
cov50_pass5	GNG7--LRRC48	chr19:2516942	chr17:17987932	48
cov50_pass5	GNG13--DLEU2L	chr16:798980	chr1:63549228	48
cov50_pass5	GLRX5--VSTM2L	chr14:95535384	chr20:37943981	48
cov50_pass5	SSBP3--NUDT6	chr1:54257127	chr4:122893225	48
cov50_pass5	GLP2R--CALM3	chr17:9857576	chr19:46608482	48
cov50_pass5	AC011997.1--SFMBT2	chr2:197693216	chr10:7370375	48
cov50_pass5	GCH1--TAOK1	chr14:54902321	chr17:29467145	48
cov50_pass5	KLF2--SLC39A7	chr19:16324998	chr6:33202263	48
cov50_pass5	XRCC1--MORC2	chr19:43553609	chr22:30926871	48
cov50_pass5	TCEB2--ZNF559	chr16:2776993	chr19:9338494	48
cov50_pass5	VWA5B1--SYCE1L	chr1:20310740	chr16:77212847	48
cov50_pass5	C3ORF17--FADS1	chr3:113019542	chr11:61812668	48
cov50_pass5	THG1L--DOK4	chr5:157731631	chr16:57475620	48
cov50_pass5	FCER1A--RFTN2	chr1:159304182	chr2:197615979	48
cov50_pass5	N6AMT1--KLHDC10	chr21:28885212	chr7:130116445	48
cov50_pass5	CNTD1--CSNK2B	chr17:42803695	chr6:31669097	48
cov50_pass5	LY6H--DEPDC4	chr8:143160198	chr12:100256226	48
cov50_pass5	ALDH9A1--NANOGNB	chr1:165682107	chr12:7773800	48
cov50_pass5	DPPA5--PSG1	chr6:73354114	chr19:42872045	48
cov50_pass5	WDR34--C2ORF53	chr9:128640691	chr2:27137811	48
cov50_pass5	ANKRD2--CDC34	chr10:97577901	chr19:538678	48
cov50_pass5	TM4SF19--LSMEM1	chr3:196327390	chr7:112484812	48
cov50_pass5	C1QA--C11ORF1	chr1:22637779	chr11:111883771	48
cov50_pass5	ANK1--DSG2	chr8:41700431	chr18:31524448	48
cov50_pass5	C1QTNF9--ATF1	chr13:24318880	chr12:50780140	48
cov50_pass5	C14ORF166B--TRAV41	chr14:76826734	chr14:22320408	48
cov50_pass5	COL6A3--LRRC20	chr2:237387582	chr10:70301508	48
cov50_pass5	RNF17--TM4SF18	chr13:24844802	chr3:149330419	48
cov50_pass5	VDAC1--OOSP1	chr5:133991002	chr11:59945169	48
cov50_pass5	TRAC--UBALD2	chr14:22550664	chr17:76265907	48
cov50_pass5	PDCD6--C1ORF54	chr5:271821	chr1:150274087	48
cov50_pass5	DDX59--ZC2HC1C	chr1:200648439	chr14:75070555	48
cov50_pass5	UBASH3A--ZFP14	chr21:42418609	chr19:36367971	48
cov50_pass5	HP--RFESD	chr16:72058355	chr5:95654333	48
cov50_pass5	SF3B14--TRDV1	chr2:24068321	chr14:22096322	48
cov50_pass5	RFX4--RAB11B	chr12:106684908	chr19:8399863	48
cov50_pass5	HYOU1--TRAV34	chr11:119056070	chr14:22207845	47
cov50_pass5	U82695.9--SYCE3	chrX:153486096	chr22:50551402	47
cov50_pass5	PCBP2--SYT17	chr12:53454869	chr16:19183528	47
cov50_pass5	CCDC125--EEA1	chr5:69303847	chr12:92853025	47
cov50_pass5	HYOU1--SLC11A2	chr11:119056070	chr12:51000419	47
cov50_pass5	PAGR1--GLB1L2	chr16:29819902	chr11:134342754	47
cov50_pass5	RRP8--ADM	chr11:6603404	chr11:10305949	47
cov50_pass5	FAM211A--RBP2	chr17:16491745	chr3:139476510	47
cov50_pass5	SPINK8--HIATL2	chr3:48309904	chr9:96949682	47
cov50_pass5	IL20--TMEM9B	chr1:206866011	chr11:8956298	47
cov50_pass5	SH3GLB2--AC064874.1	chr9:129015740	chr2:235777041	47
cov50_pass5	TEX37--LAIR2	chr2:88525671	chr19:54503700	47
cov50_pass5	NDUFS3--RANBP2	chr11:47580622	chr2:108731322	47
cov50_pass5	C1ORF234--CNPY2	chr1:23013883	chr12:56311414	47
cov50_pass5	DEFB112--IGSF23	chr6:50048537	chr19:44635401	47
cov50_pass5	DEFB107B--SCAP	chr8:7496003	chr3:47435137	47
cov50_pass5	GSTT2B--LGALS2	chr22:23960294	chr22:37570412	47
cov50_pass5	EDF1--GGCT	chr9:136863820	chr7:30500681	47
cov50_pass5	EAF2--GHSR	chr3:121854823	chr3:172445465	47
cov50_pass5	TEX22--CPED1	chr14:105438739	chr7:121046887	47
cov50_pass5	AC024580.1--DDX3Y	chr19:56151202	chrY:12909360	47
cov50_pass5	EFCAB9--HAMP	chr5:172200742	chr19:35284789	46
cov50_pass5	ERCC8--KATNAL2	chr5:60922054	chr18:47062972	46
cov50_pass5	LOH12CR2--YPEL3	chr12:12356928	chr16:30094897	46
cov50_pass5	LMCD1--CPT1C	chr3:8532825	chr19:49713616	46
cov50_pass5	PATE3--MYOCD	chr11:125789508	chr17:12710495	46
cov50_pass5	TBC1D3G--FGF6	chr17:36437662	chr12:4434391	46
cov50_pass5	LSR--CC2D2B	chr19:35259064	chr10:96012185	46
cov50_pass5	RIBC1--AL021546.6	chrX:53428084	chr12:120457076	46
cov50_pass5	ANKRD18A--NPS	chr9:38577053	chr10:127552460	46
cov50_pass5	AC110781.3--RFX7	chr7:1838868	chr15:56103670	46
cov50_pass5	NUDT5--ANKRD13B	chr10:12184889	chr17:29608851	46
cov50_pass5	FPGT--NDUFS5	chr1:74198426	chr1:39034392	45
cov50_pass5	AC011530.4--IL4	chr19:45785594	chr5:132682486	45
cov50_pass5	COX6B1--PLA2G16	chr19:35651349	chr11:63590368	45
cov50_pass5	ZNF705A--AL390778.1	chr12:8177185	chr9:135259144	45
cov50_pass5	NDUFS4--AC011530.4	chr5:53560760	chr19:45784715	45
cov50_pass5	TAPBP--HAUS2	chr6:33314005	chr15:42558198	45
cov50_pass5	LLGL2--GPR113	chr17:75543501	chr2:26317562	44
cov50_pass5	SYT9--SOGA3	chr11:7238916	chr6:127516702	44
cov50_pass5	ZNF688--CHID1	chr16:30571434	chr11:870499	44
cov50_pass5	WDFY3--STXBP6	chr4:84849902	chr14:24812732	43
cov50_pass5	SUPT3H--PLEKHB1	chr6:45365201	chr11:73649012	43
cov50_pass5	C4ORF48--PRB4	chr4:2042068	chr12:11308441	43
cov50_pass5	TMEM213--APOA2	chr7:138801398	chr1:161222522	43
cov50_pass5	RAB7A--LCN1	chr3:128795420	chr9:135525132	42
cov50_pass5	C5ORF46--XAGE5	chr5:147906432	chrX:52815092	42
cov50_pass10	A1CF--ORAI1	chr10:50836074	chr12:121641041	50
cov50_pass10	PMF1--LRRC55	chr1:156232425	chr11:57187245	50
cov50_pass10	PNMAL1--UNC5CL	chr19:46470820	chr6:41030755	50
cov50_pass10	POC5--SMARCA2	chr5:75692396	chr9:2073212	50
cov50_pass10	POLDIP3--TNFSF14	chr22:42599698	chr19:6670158	50
cov50_pass10	POLE3--FAM188A	chr9:113409610	chr10:15789319	50
cov50_pass10	POLG--PPBP	chr15:89320766	chr4:73987374	50
cov50_pass10	POLR2D--CD63	chr2:127850590	chr12:55726964	50
cov50_pass10	POLR2J2--ZNF281	chr7:102667090	chr1:200409719	50
cov50_pass10	POLR2J3--FBXO18	chr7:102540015	chr10:5921258	50
cov50_pass10	POLR2J--CDH7	chr7:102478808	chr18:65809704	50
cov50_pass10	POLR2K--CRISP2	chr8:100151916	chr6:49697957	50
cov50_pass10	PORCN--PROCR	chrX:48511935	chr20:35176698	50
cov50_pass10	POU2F3--SPIB	chr11:120315427	chr19:50419893	50
cov50_pass10	POU2F3--TLR5	chr11:120307615	chr1:223113035	50
cov50_pass10	POU4F1--PFDN6	chr13:78603204	chr6:33290326	50
cov50_pass10	POU4F2--SUMO2	chr4:146639428	chr17:75181188	50
cov50_pass10	PMP2--TBX22	chr8:81444500	chrX:80025603	50
cov50_pass10	PLS3--MAPK8IP1	chrX:115646535	chr11:45905151	50
cov50_pass10	PPAP2A--ZNF354A	chr5:55441851	chr5:178713621	50
cov50_pass10	PLLP--GAGE2A	chr16:57258462	chrX:49594118	50
cov50_pass10	PKN1--CHI3L1	chr19:14467641	chr1:203179585	50
cov50_pass10	PLA2G2A--DOCK1	chr1:19978380	chr10:127447394	50
cov50_pass10	PLA2G2F--CFDP1	chr1:20143590	chr16:75411952	50
cov50_pass10	PLA2G3--KCTD14	chr22:31138276	chr11:78017270	50
cov50_pass10	PLA2G7--ZNF592	chr6:46714460	chr15:84797869	50
cov50_pass10	PLAGL2--SNRPC	chr20:32201919	chr6:34770291	50
cov50_pass10	PLBD1--PSG11	chr12:14506933	chr19:43015370	50
cov50_pass10	PLCB2--ANKRD61	chr15:40301957	chr7:6035444	50
cov50_pass10	PLD3--TMEM86B	chr19:40366510	chr19:55227563	50
cov50_pass10	PLD6--LYZL4	chr17:17205860	chr3:42407343	50
cov50_pass10	PLEKHG1--DDO	chr6:150809476	chr6:110413466	50
cov50_pass10	PLEKHG7--ZNF714	chr12:92740948	chr19:21116829	50
cov50_pass10	PLEKHS1--SAPCD2	chr10:113777259	chr9:137064979	50
cov50_pass10	PLIN1--RRP9	chr15:89673210	chr3:51934551	50
cov50_pass10	PLIN3--CLCNKA	chr19:4859590	chr1:16026536	50
cov50_pass10	POU4F3--BLOC1S1	chr5:146339232	chr12:55716933	50
cov50_pass10	PPARGC1B--DEFB121	chr5:149837073	chr20:31405085	50
cov50_pass10	PRED60--TSPO2	chr21:45768020	chr6:41043557	50
cov50_pass10	PPP6C--COPE	chr9:125153533	chr19:18911071	50
cov50_pass10	PQLC2--ZNF780B	chr1:19317841	chr19:40047470	50
cov50_pass10	PRAC1--HACL1	chr17:48722318	chr3:15582989	50
cov50_pass10	PRAMEF11--ARHGAP6	chr1:12828497	chrX:11156626	50
cov50_pass10	PRAMEF12--C6ORF203	chr1:12775154	chr6:107030025	50
cov50_pass10	PRAMEF18--KIF11	chr1:13370649	chr10:92621385	50
cov50_pass10	PRAMEF2--CD151	chr1:12860271	chr11:838133	50
cov50_pass10	PRAMEF6--NAPG	chr1:13259553	chr18:10539988	50
cov50_pass10	PRB4--C19ORF67	chr12:11309370	chr19:14083877	50
cov50_pass10	PRDM15--CA2	chr21:41878695	chr8:85475798	50
cov50_pass10	PRDM15--HELZ	chr21:41859592	chr17:67160362	50
cov50_pass10	PRDM4--METTL18	chr12:107743197	chr1:169793897	50
cov50_pass10	PRDM6--IL18R1	chr5:123099961	chr2:102371953	50
cov50_pass10	PRDM6--TMEM108	chr5:123099961	chr3:133229266	50
cov50_pass10	PRDM7--KCNJ3	chr16:90061452	chr2:154854727	50
cov50_pass10	PRDX4--CDADC1	chrX:23671646	chr13:49259486	50
cov50_pass10	PPT1--PHF5A	chr1:40078560	chr22:41468147	50
cov50_pass10	PPP5C--AGPS	chr19:46388448	chr2:177493148	50
cov50_pass10	PPCS--FAM114A2	chr1:42457350	chr5:154034377	50
cov50_pass10	PPP3CA--C9ORF47	chr4:101171084	chr9:88991470	50
cov50_pass10	PPFIA3--FBXO30	chr19:49141513	chr6:145806421	50
cov50_pass10	PPHLN1--NUDT12	chr12:42398994	chr5:103552416	50
cov50_pass10	PPIC--GJA4	chr5:123036509	chr1:34794197	50
cov50_pass10	PPIH--DIP2C	chr1:42666587	chr10:327176	50
cov50_pass10	PPM1D--ABI1	chr17:60648082	chr10:26748745	50
cov50_pass10	PPP1CB--CNOT1	chr2:28776982	chr16:58546414	50
cov50_pass10	PPP1CB--PID1	chr2:28776982	chr2:229155964	50
cov50_pass10	PPP1R14B--AF165138.7	chr11:64245204	chr21:14609568	50
cov50_pass10	PPP1R15B--RSPO3	chr1:204409492	chr6:127148648	50
cov50_pass10	PPP1R15B--SAV1	chr1:204409492	chr14:50635384	50
cov50_pass10	PPP1R1C--GPBAR1	chr2:182063791	chr2:218262680	50
cov50_pass10	PPP1R1C--SPO11	chr2:182061479	chr20:57333188	50
cov50_pass10	PPP1R27--HTR3A	chr17:81834764	chr11:113979233	50
cov50_pass10	PPP1R3A--ASB15	chr7:113918215	chr7:123616221	50
cov50_pass10	PPP2R5A--ACSM5	chr1:212358787	chr16:20430993	50
cov50_pass10	PIWIL4--FAM187B	chr11:94597915	chr19:35225212	50
cov50_pass10	PID1--DAP	chr2:229155818	chr5:10681169	50
cov50_pass10	PIAS4--TASP1	chr19:4028600	chr20:13483337	50
cov50_pass10	PCDH9--MOAP1	chr13:66903504	chr14:93184362	50
cov50_pass10	PCDHA2--SFTPC	chr5:140797352	chr8:22163436	50
cov50_pass10	PCDHA6--NANS	chr5:140829693	chr9:98080816	50
cov50_pass10	PCDHAC2--MAP3K19	chr5:140979007	chr2:134991580	50
cov50_pass10	PCDHGA3--SLC25A22	chr5:141505481	chr11:795169	50
cov50_pass10	PCDHGA4--ADAM15	chr5:141494865	chr1:155061415	50
cov50_pass10	PCDHGB1--CSN2	chr5:141352669	chr4:69959069	50
cov50_pass10	PCDHGB2--ZNF296	chr5:141362556	chr19:45075862	50
cov50_pass10	PCDHGB3--ZBTB25	chr5:141494865	chr14:64449638	50
cov50_pass10	PCDHGC3--CRY2	chr5:141505481	chr11:45867612	50
