sample	FusionName	Hg38_LeftBreakpoint	Hg38_RightBreakpoint	num_reads
rep1_cov50_pass5_sample2	ANGEL1--FCGR3A	chr14:76812764	chr1:161549031	50
rep1_cov50_pass5_sample4	KIF20B--FGD6	chr10:89743927	chr12:95108419	50
rep1_cov50_pass5_sample4	BSND--TULP3	chr1:55005116	chr12:2930248	50
rep1_cov50_pass5_sample4	RARRES2--C12orf36	chr7:150340436	chr12:13376425	50
rep1_cov50_pass5_sample1	MPHOSPH8--SAMD1	chr13:19659120	chr19:14088782	50
rep1_cov50_pass5_sample5	CDK20--BNIP3	chr9:87971147	chr10:131968569	50
rep1_cov50_pass5_sample4	OSBPL5--CALCR	chr11:3107771	chr7:93487007	50
rep1_cov50_pass5_sample5	CGB7--PRSS56	chr19:49055361	chr2:232522515	50
rep1_cov50_pass5_sample5	BST1--PDZRN4	chr4:15718993	chr12:41563548	50
rep1_cov50_pass5_sample1	MAP1B--C7orf33	chr5:72183825	chr7:148615327	50
rep1_cov50_pass5_sample3	WISP1--KMT2A	chr8:133213143	chr11:118488614	50
rep1_cov50_pass5_sample5	PATZ1--RASSF8	chr22:31335692	chr12:26055236	50
rep1_cov50_pass5_sample2	SNX4--VTI1B	chr3:125498059	chr14:67651481	50
rep1_cov50_pass5_sample2	PDXP--CCNH	chr22:37659356	chr5:87411346	50
rep1_cov50_pass5_sample2	LRP3--FAM3A	chr19:33204852	chrX:154508347	49
rep1_cov50_pass5_sample4	MPDZ--NDUFB11	chr9:13126516	chrX:47142440	50
rep1_cov50_pass5_sample1	ATPAF1--HSD17B3	chr1:46635897	chr9:96251485	50
rep1_cov50_pass5_sample3	AKR1D1--SYT16	chr7:138076611	chr14:62075135	50
rep1_cov50_pass5_sample4	FAM71B--ZNF382	chr5:157165563	chr19:36626133	50
rep1_cov50_pass5_sample3	HS3ST2--TINAGL1	chr16:22815095	chr1:31580288	50
rep1_cov50_pass5_sample3	SSBP3--VASH1	chr1:54251794	chr14:76778946	50
rep1_cov50_pass5_sample5	NMNAT1--PLA2G1B	chr1:9975775	chr12:120326020	48
rep1_cov50_pass5_sample4	ZNF318--TPMT	chr6:43357126	chr6:18132177	50
rep1_cov50_pass5_sample2	LRRC49--PAK3	chr15:70904755	chrX:111146521	50
rep1_cov50_pass5_sample3	LILRB3--PPP1R11	chr19:54222747	chr6:30069104	50
rep1_cov50_pass5_sample2	CRK--C16orf90	chr17:1436998	chr16:3494877	50
rep1_cov50_pass5_sample5	ABCD2--CCR2	chr12:39616988	chr3:46357477	50
rep1_cov50_pass5_sample5	LMTK3--IL10	chr19:48491108	chr1:206771415	50
rep1_cov50_pass5_sample5	KDM5C--FAM45A	chrX:53218276	chr10:119120341	50
rep1_cov50_pass5_sample2	AC013269.5--SYT3	chr2:130543883	chr19:50637426	50
rep1_cov50_pass5_sample3	PDXP--UBAP2	chr22:37659356	chr9:33923033	50
rep1_cov50_pass5_sample4	APOC2--XAGE1B	chr19:44948533	chrX:52497316	49
rep1_cov50_pass5_sample5	CXorf40A--LAMP5	chrX:149546917	chr20:9518040	50
rep1_cov50_pass5_sample1	PUS7--UBR7	chr7:105495142	chr14:93212032	50
rep1_cov50_pass5_sample3	ZNF165--TREML2	chr6:28086310	chr6:41192506	50
rep1_cov50_pass5_sample4	SNRPD1--UFM1	chr18:21622801	chr13:38354239	50
rep1_cov50_pass5_sample4	FABP5--KIF13A	chr8:81280674	chr6:17780906	49
rep1_cov50_pass5_sample3	PCDHGC5--L3MBTL4	chr5:141491700	chr18:6264038	50
rep1_cov50_pass5_sample2	MTIF2--TBX21	chr2:55242940	chr17:47744748	50
rep1_cov50_pass5_sample2	TMCO5A--P2RX3	chr15:37936970	chr11:57347116	50
rep1_cov50_pass5_sample1	USP16--AC005544.1	chr21:29042528	chr17:67031438	50
rep1_cov50_pass5_sample1	SERINC1--WDR4	chr6:122456481	chr21:42863596	50
rep1_cov50_pass5_sample4	AC017104.2--ELL	chr2:231452810	chr19:18458329	50
rep1_cov50_pass5_sample5	KRT40--CCNK	chr17:40983046	chr14:99492626	50
rep1_cov50_pass5_sample1	HINT3--MANBA	chr6:125972328	chr4:102639857	50
rep1_cov50_pass5_sample2	NEK1--DSG1	chr4:169587559	chr18:31329892	50
rep1_cov50_pass5_sample1	KLB--DAGLA	chr4:39437995	chr11:61734849	50
rep1_cov50_pass5_sample5	EP400--ELOVL3	chr12:132013664	chr10:102228417	50
rep1_cov50_pass5_sample2	MAP1LC3C--GFRAL	chr1:241998514	chr6:55401790	50
rep1_cov50_pass5_sample1	FRG1--SLIRP	chr4:189952287	chr14:77710838	50
rep1_cov50_pass5_sample3	ZNF396--OR13A1	chr18:35373456	chr10:45304500	50
rep1_cov50_pass5_sample1	RBM15--MLNR	chr1:110342268	chr13:49222040	50
rep1_cov50_pass5_sample5	INF2--ASUN	chr14:104701756	chr12:26916180	50
rep1_cov50_pass5_sample4	NCOR2--SPANXA1	chr12:124449815	chrX:141583959	50
rep1_cov50_pass5_sample1	TTYH2--OR11A1	chr17:74237514	chr6:29427732	50
rep1_cov50_pass5_sample5	HOXC12--SCD	chr12:53955539	chr10:100354427	50
rep1_cov50_pass5_sample2	MAMDC2--LTB4R2	chr9:70044231	chr14:24310599	50
rep1_cov50_pass5_sample3	APEX2--SAP25	chrX:55000579	chr7:100573013	49
rep1_cov50_pass5_sample2	TYMS--BCAR1	chr18:671451	chr16:75243090	50
rep1_cov50_pass5_sample1	CDK7--CCR8	chr5:69235453	chr3:39332318	50
rep1_cov50_pass5_sample5	ITGA2B--DNAH8	chr17:44385164	chr6:38722776	50
rep1_cov50_pass5_sample4	TMEM91--GLI4	chr19:41382921	chr8:143274720	50
rep1_cov50_pass5_sample2	PCNX--IFFO2	chr14:71089342	chr1:18908666	49
rep1_cov50_pass5_sample1	RNF216--MIOX	chr7:5716716	chr22:50487886	49
rep1_cov50_pass5_sample5	NTN5--ZBTB10	chr19:48663761	chr8:80518511	50
rep1_cov50_pass5_sample1	PCDH9--DMTN	chr13:66631210	chr8:22066705	50
rep1_cov50_pass5_sample4	PLCB2--ANKRD61	chr15:40301957	chr7:6035444	50
rep1_cov50_pass5_sample4	KIR3DX1--IL1R2	chr19:54532831	chr2:102028226	50
rep1_cov50_pass5_sample3	MTL5--TBX22	chr11:68742318	chrX:80027991	50
rep1_cov50_pass5_sample4	AKR1E2--DHX35	chr10:4835809	chr20:39014880	50
rep1_cov50_pass5_sample2	PRDM4--METTL18	chr12:107743197	chr1:169793897	50
rep1_cov50_pass5_sample3	PSAP--CCR6	chr10:71820240	chr6:167136038	50
rep1_cov50_pass5_sample1	COQ10B--UBE2N	chr2:197453664	chr12:93410874	50
rep1_cov50_pass5_sample2	SEC24A--FAM180B	chr5:134692657	chr11:47587751	50
rep1_cov50_pass5_sample1	CHST9--MSANTD1	chr18:27142689	chr4:3246590	50
rep1_cov50_pass5_sample4	TRPC7--ALS2CL	chr5:136315597	chr3:46679287	50
rep1_cov50_pass5_sample4	RAB11FIP1--VTI1A	chr8:37870420	chr10:112527087	50
rep1_cov50_pass5_sample4	MYH7--PNMA3	chr14:23418210	chrX:153056950	50
rep1_cov50_pass5_sample5	PLD3--TMEM86B	chr19:40366510	chr19:55227563	50
rep1_cov50_pass5_sample4	RRP8--ADM	chr11:6603404	chr11:10305949	45
rep1_cov50_pass5_sample5	CLASP1--TOR4A	chr2:121530247	chr9:137278653	50
rep1_cov50_pass5_sample2	PDCD10--PRR22	chr3:167697009	chr19:5784439	50
rep1_cov50_pass5_sample1	LYPD1--SPTBN5	chr2:132668400	chr15:41865903	50
rep1_cov50_pass5_sample2	ODC1--BRS3	chr2:10444095	chrX:136490133	50
rep1_cov50_pass5_sample1	TRAPPC11--LILRA2	chr4:183679486	chr19:54573831	50
rep1_cov50_pass5_sample4	PATL2--RDM1	chr15:44667106	chr17:35925637	50
rep1_cov50_pass5_sample1	UACA--FAM46C	chr15:70691299	chr1:117622842	50
rep1_cov50_pass5_sample5	C9orf72--XCL1	chr9:27562381	chr1:168581052	50
rep1_cov50_pass5_sample3	NKAIN4--TRNAU1AP	chr20:63248815	chr1:28560633	50
rep1_cov50_pass5_sample1	CXCL17--VRK2	chr19:42442754	chr2:58146316	50
rep1_cov50_pass5_sample5	CTDSPL--PCDHGC5	chr3:37980863	chr5:141494807	50
rep1_cov50_pass5_sample5	IL13RA2--PKIG	chrX:115009521	chr20:44618285	50
rep1_cov50_pass5_sample4	SVOPL--FDXACB1	chr7:138630049	chr11:111876104	50
rep1_cov50_pass5_sample3	MRPS15--TMEM255B	chr1:36460692	chr13:113801653	50
rep1_cov50_pass5_sample5	ZSCAN5D--C5orf52	chr19:56246466	chr5:157675092	50
rep1_cov50_pass5_sample1	C20orf187--PIGU	chr20:11028284	chr20:34562565	47
rep1_cov50_pass5_sample5	PROK1--DUXA	chr1:110454086	chr19:57159278	50
rep1_cov50_pass5_sample1	DNAJC3--AGFG1	chr13:95709337	chr2:227491547	50
rep1_cov50_pass5_sample4	PCDHGB1--CSN2	chr5:141352669	chr4:69959069	50
rep1_cov50_pass5_sample4	GJA9--AC131097.4	chr1:38874778	chr2:241897334	50
rep1_cov50_pass5_sample5	SASS6--FRG1B	chr1:100107628	chr20:30389367	50
rep1_cov50_pass5_sample1	KRT18--HIC1	chr12:52951856	chr17:2056671	50
rep1_cov50_pass5_sample5	GAGE2A--LYRM1	chrX:49594243	chr16:20924000	49
rep1_cov50_pass5_sample4	KLHL4--MCRS1	chrX:87633911	chr12:49558729	50
rep1_cov50_pass5_sample5	MNDA--TTC21A	chr1:158846003	chr3:39110029	50
rep1_cov50_pass5_sample4	CWC27--RP1L1	chr5:64782033	chr8:10613346	50
rep1_cov50_pass5_sample3	CHI3L1--NTRK2	chr1:203181162	chr9:84867243	50
rep1_cov50_pass5_sample3	SAMD1--POLR1A	chr19:14088880	chr2:86088669	50
rep1_cov50_pass5_sample4	SLC7A14--TIMM21	chr3:170480289	chr18:74155306	50
rep1_cov50_pass5_sample2	ANO5--ARHGAP11A	chr11:22221210	chr15:32633063	50
rep1_cov50_pass5_sample3	CSF2RA--KCNG3	chrX:1287198	chr2:42444579	50
rep1_cov50_pass5_sample1	ACTR6--NME9	chr12:100199230	chr3:138306480	50
rep1_cov50_pass5_sample3	PPP1CB--PID1	chr2:28776982	chr2:229155964	50
rep1_cov50_pass5_sample1	TAS1R2--NXPH1	chr1:18854213	chr7:8751008	50
rep1_cov50_pass5_sample4	DAZ2--KY	chrY:23219743	chr3:134647497	50
rep1_cov50_pass5_sample4	ZNF227--NMBR	chr19:44229816	chr6:142078903	50
rep1_cov50_pass5_sample1	ATP10A--TMEM239	chr15:25687703	chr20:2815152	50
rep1_cov50_pass5_sample2	VSTM2B--INPP5J	chr19:29530290	chr22:31133610	50
rep1_cov50_pass5_sample4	TPRA1--DBX1	chr3:127576990	chr11:20159292	50
rep1_cov50_pass5_sample3	ERCC6--KCNV2	chr10:49532543	chr9:2729446	50
rep1_cov50_pass5_sample5	KRT84--LRRK2	chr12:52383005	chr12:40237969	50
rep1_cov50_pass5_sample1	INHBE--IL1F10	chr12:57455834	chr2:113074723	50
rep1_cov50_pass5_sample1	IGBP1--FKBPL	chrX:70134135	chr6:32129854	50
rep1_cov50_pass5_sample5	HS6ST3--LRRC38	chr13:96091569	chr1:13476099	50
rep1_cov50_pass5_sample2	SFPQ--KRT25	chr1:35187001	chr17:40751079	50
rep1_cov50_pass5_sample2	SHF--REEP5	chr15:45172147	chr5:112887183	50
rep1_cov50_pass5_sample4	GINM1--ASAH1	chr6:149572344	chr8:18063230	50
rep1_cov50_pass5_sample4	ZNF763--EMID1	chr19:11925273	chr22:29225133	50
rep1_cov50_pass5_sample2	POLR2F--NUPL1	chr22:37956901	chr13:25309247	46
rep1_cov50_pass5_sample1	TM4SF18--HTR3A	chr3:149333206	chr11:113979233	50
rep1_cov50_pass5_sample4	POLR2J3--FBXO18	chr7:102540015	chr10:5921258	50
rep1_cov50_pass5_sample5	PPP1R15B--RSPO3	chr1:204409492	chr6:127148648	50
rep1_cov50_pass5_sample4	LRFN5--SNX6	chr14:41888010	chr14:34629950	49
rep1_cov50_pass5_sample4	PEX6--TNFSF13B	chr6:42978269	chr13:108306826	50
rep1_cov50_pass5_sample2	RIBC1--AL021546.6	chrX:53428084	chr12:120457076	50
rep1_cov50_pass5_sample3	MAGED4B--TNFAIP1	chrX:52066865	chr17:28344364	50
rep1_cov50_pass5_sample3	RPA2--NPC1L1	chr1:27907181	chr7:44531844	50
rep1_cov50_pass5_sample1	DHPS--AQP1	chr19:12680150	chr7:30872243	50
rep1_cov50_pass5_sample3	DNALI1--SLC2A4	chr1:37562245	chr17:7285088	49
rep1_cov50_pass5_sample1	AC013269.5--CEP19	chr2:130542454	chr3:196707912	50
rep1_cov50_pass5_sample1	PFKFB3--PAPOLA	chr10:6203336	chr14:96531475	50
rep1_cov50_pass5_sample2	CCDC90B--SCAF11	chr11:83286100	chr12:45928859	50
rep1_cov50_pass5_sample1	CST11--MFSD2A	chr20:23452584	chr1:39966811	50
rep1_cov50_pass5_sample4	PTHLH--C20orf194	chr12:27963348	chr20:3324968	50
rep1_cov50_pass5_sample2	HHLA3--PRKCD	chr1:70355208	chr3:53179577	50
rep1_cov50_pass5_sample1	ANKRD61--CA8	chr7:6031591	chr8:60224585	50
rep1_cov50_pass5_sample5	RHOV--WNT3A	chr15:40873684	chr1:228022667	50
rep1_cov50_pass5_sample4	CTSO--FAM65A	chr4:155928336	chr16:67538672	50
rep1_cov50_pass5_sample3	C7orf55--CAMSAP2	chr7:139341522	chr1:200857306	50
rep1_cov50_pass5_sample5	CASS4--CYP26B1	chr20:56453129	chr2:72135419	50
rep1_cov50_pass5_sample3	PPIC--GJA4	chr5:123036509	chr1:34794197	50
rep1_cov50_pass5_sample5	CAPN5--TRAV4	chr11:77120909	chr14:21736695	50
rep1_cov50_pass5_sample1	TRIM14--ATXN7L3	chr9:98099931	chr17:44198130	50
rep1_cov50_pass5_sample3	ZNF438--SPESP1	chr10:30876998	chr15:68945599	50
rep1_cov50_pass5_sample5	SAMD7--ZFAND6	chr3:169928578	chr15:80120328	50
rep1_cov50_pass5_sample1	PLD6--LYZL4	chr17:17205860	chr3:42407343	50
rep1_cov50_pass5_sample1	SCG5--EGR3	chr15:32643818	chr8:22691482	50
rep1_cov50_pass5_sample2	REPIN1--ZNF556	chr7:150369868	chr19:2873496	50
rep1_cov50_pass5_sample2	RAPSN--BRF2	chr11:47438732	chr8:37847341	50
rep1_cov50_pass5_sample1	FDXR--TPRG1L	chr17:74865719	chr1:3627500	50
rep1_cov50_pass5_sample4	EMR1--ZBTB48	chr19:6937648	chr1:6587478	50
rep1_cov50_pass5_sample4	TRGV1--USP16	chr7:38368013	chr21:29039026	50
rep1_cov50_pass5_sample5	SOD2--IPO13	chr6:159684854	chr1:43961166	50
rep1_cov50_pass5_sample1	FOXO4--PARM1	chrX:71101740	chr4:75033883	50
rep1_cov50_pass5_sample2	ZNF248--BAZ2A	chr10:37837617	chr12:56617532	50
rep1_cov50_pass5_sample5	KCNQ1--SLURP1	chr11:2585307	chr8:142741922	50
rep1_cov50_pass5_sample3	SEZ6L2--ENOX1	chr16:29872705	chr13:43356152	50
rep1_cov50_pass5_sample3	ARL2--TRIM39	chr11:65014272	chr6:30329311	50
rep1_cov50_pass5_sample3	LCORL--CT47B1	chr4:17961903	chrX:120874020	50
rep1_cov50_pass5_sample1	SYNJ2--TRIM72	chr6:158059537	chr16:31219095	50
rep1_cov50_pass5_sample1	FHDC1--GPR64	chr4:152968097	chrX:19068835	50
rep1_cov50_pass5_sample4	MRPS15--TRAFD1	chr1:36457923	chr12:112140819	50
rep1_cov50_pass5_sample5	KRT15--OBSL1	chr17:41517083	chr2:219558459	50
rep1_cov50_pass5_sample5	CALML6--PAMR1	chr1:1915307	chr11:35494272	49
rep1_cov50_pass5_sample4	GRM7--ROPN1	chr3:6861907	chr3:123980604	50
rep1_cov50_pass5_sample1	DPYD--LTBP1	chr1:97595059	chr2:33217552	50
rep1_cov50_pass5_sample5	SPINK8--HIATL2	chr3:48309904	chr9:96949682	48
rep1_cov50_pass5_sample2	ST20--SERPINB10	chr15:79907629	chr18:63915502	50
rep1_cov50_pass5_sample1	PCDHGB3--ZBTB25	chr5:141494865	chr14:64449638	50
rep1_cov50_pass5_sample4	AMN--EDIL3	chr14:102929258	chr5:84060484	50
rep1_cov50_pass5_sample2	TMEM204--BMP6	chr16:1534555	chr6:7861451	50
rep1_cov50_pass5_sample2	ARID1B--DDB2	chr6:157174117	chr11:47235270	50
rep1_cov50_pass5_sample1	STARD8--ZCCHC24	chrX:68721746	chr10:79394440	50
rep1_cov50_pass5_sample1	ZNRF3--HS6ST3	chr22:29044890	chr13:96832490	50
rep1_cov50_pass5_sample5	DYNC1LI2--HOXA4	chr16:66751273	chr7:27129571	50
rep1_cov50_pass5_sample5	C1orf116--KPNA2	chr1:207024887	chr17:68040678	49
rep1_cov50_pass5_sample5	CARD8--CCDC105	chr19:48215340	chr19:15013672	50
rep1_cov50_pass5_sample5	SRRT--SLC30A7	chr7:100882241	chr1:100912112	50
rep1_cov50_pass5_sample4	CRYAA--ACOT1	chr21:43169853	chr14:73541493	50
rep1_cov50_pass5_sample1	CRHR1--PANX3	chr17:45821440	chr11:124612980	50
rep1_cov50_pass5_sample2	C2orf69--SUN5	chr2:199911771	chr20:33001278	50
rep1_cov50_pass5_sample5	AKT1S1--VPREB3	chr19:49871812	chr22:23753150	50
rep1_cov50_pass5_sample5	MUC21--ZNF280A	chr6:30984019	chr22:22515701	50
rep1_cov50_pass5_sample2	PCDHGA3--SLC25A22	chr5:141505481	chr11:795169	50
rep1_cov50_pass5_sample2	PSMC4--DNAJC10	chr19:39979984	chr2:182736249	50
rep1_cov50_pass5_sample3	TIMM10B--SYS1	chr11:6481852	chr20:45363544	48
rep1_cov50_pass5_sample2	BANF1--MMAA	chr11:66003373	chr4:145655147	50
rep1_cov50_pass5_sample2	KRT19--CUL7	chr17:41524843	chr6:43040746	50
rep1_cov50_pass5_sample2	FER1L6--CASP7	chr8:124097883	chr10:113725817	50
rep1_cov50_pass5_sample3	TNN--CCL13	chr1:175097683	chr17:34357475	50
rep1_cov50_pass5_sample5	C2--NUTF2	chr6:31927798	chr16:67868340	50
rep1_cov50_pass5_sample4	PRH2--PRRC2B	chr12:10929337	chr9:131447662	50
rep1_cov50_pass5_sample2	ZNF676--AARS	chr19:22193016	chr16:70255836	50
rep1_cov50_pass5_sample1	C19orf43--HEPHL1	chr19:12734313	chr11:94101195	50
rep1_cov50_pass5_sample3	LY6K--DNALI1	chr8:142700630	chr1:37557603	50
rep1_cov50_pass5_sample1	GAS7--B3GAT1	chr17:9943121	chr11:134384188	49
rep1_cov50_pass5_sample5	LOXL3--KCNRG	chr2:74552322	chr13:50020214	50
rep1_cov50_pass5_sample4	SLITRK5--SMARCAD1	chr13:87673574	chr4:94277022	50
rep1_cov50_pass5_sample5	PGM2--PPP1R14A	chr4:37839931	chr19:38252338	46
rep1_cov50_pass5_sample2	C19orf60--RALYL	chr19:18590933	chr8:84849980	50
rep1_cov50_pass5_sample5	FGD3--KLRB1	chr9:93018215	chr12:9599841	50
rep1_cov50_pass5_sample4	XRRA1--HNF4G	chr11:74906239	chr8:75543811	50
rep1_cov50_pass5_sample4	AC096582.1--RAPSN	chr7:45866036	chr11:47438047	50
rep1_cov50_pass5_sample1	MOCOS--RAB3B	chr18:36198756	chr1:51933442	50
rep1_cov50_pass5_sample3	ICOSLG--UGT2B7	chr21:44236867	chr4:69112457	48
rep1_cov50_pass5_sample5	BCL11A--FKBP9	chr2:60545971	chr7:33002676	50
rep1_cov50_pass5_sample4	U2AF1--CD59	chr21:43100453	chr11:33722463	50
rep1_cov50_pass5_sample5	DHCR24--SPAG11B	chr1:54854037	chr8:7450900	50
rep1_cov50_pass5_sample5	BMPR2--GAL3ST2	chr2:202532732	chr2:241803345	50
rep1_cov50_pass5_sample1	SLC3A1--SF1	chr2:44301127	chr11:64766155	50
rep1_cov50_pass5_sample4	NECAB1--MMP24	chr8:90934357	chr20:35274272	50
rep1_cov50_pass5_sample1	B4GALNT1--PABPC1	chr12:57630152	chr8:100718280	49
rep1_cov50_pass5_sample2	GHSR--NSUN4	chr3:172447618	chr1:46346921	50
rep1_cov50_pass5_sample3	AADACL4--LPAR2	chr1:12644714	chr19:19627284	50
rep1_cov50_pass5_sample5	USH2A--CALCOCO2	chr1:216231953	chr17:48862838	50
rep1_cov50_pass5_sample4	MLN--BBS10	chr6:33795503	chr12:76347787	50
rep1_cov50_pass5_sample1	TDRD5--CDC42	chr1:179663491	chr1:22078429	50
rep1_cov50_pass5_sample3	PTPN9--CLDN18	chr15:75523121	chr3:138023658	50
rep1_cov50_pass5_sample4	MSRB2--PIGA	chr10:23119451	chrX:15324871	50
rep1_cov50_pass5_sample1	PEAR1--USP12	chr1:156905424	chr13:27105944	50
rep1_cov50_pass5_sample1	FMNL2--C12orf77	chr2:152629905	chr12:24996339	50
rep1_cov50_pass5_sample3	NUBP1--LACRT	chr16:10758027	chr12:54632381	49
rep1_cov50_pass5_sample2	ATXN3--SHPK	chr14:92096093	chr17:3610972	50
rep1_cov50_pass5_sample5	GABRA1--RHOT1	chr5:161854270	chr17:32183171	50
rep1_cov50_pass5_sample2	CHRNA10--OGT	chr11:3671252	chrX:71536208	50
rep1_cov50_pass5_sample4	NFKBIE--BBS12	chr6:44261626	chr4:122741883	50
rep1_cov50_pass5_sample1	MYRFL--ZNF547	chr12:69936632	chr19:57371782	50
rep1_cov50_pass5_sample1	EIF2AK3--RAP1GAP	chr2:88570874	chr1:21608350	50
rep1_cov50_pass5_sample2	PRIMPOL--ZNF709	chr4:184691581	chr19:12466850	50
rep1_cov50_pass5_sample3	ATP6AP2--GPC1	chrX:40598734	chr2:240466058	49
rep1_cov50_pass5_sample4	PIAS3--FAM134A	chr1:145857315	chr2:219179733	50
rep1_cov50_pass5_sample5	CNTNAP2--MAT2A	chr7:148172478	chr2:85541829	50
rep1_cov50_pass5_sample3	GPSM3--GRXCR1	chr6:32191709	chr4:42962892	50
rep1_cov50_pass5_sample1	LHX8--CCDC42	chr1:75157076	chr17:8741671	49
rep1_cov50_pass5_sample5	GLTSCR1L--CDC42SE2	chr6:42857236	chr5:131390993	50
rep1_cov50_pass5_sample5	FAM170B--AL360004.1	chr10:49133807	chr9:130142891	50
rep1_cov50_pass5_sample2	PDE6H--SP7	chr12:14978146	chr12:53329420	50
rep1_cov50_pass5_sample1	RRBP1--GPR133	chr20:17633460	chr12:130954624	50
rep1_cov50_pass5_sample3	RPSA--ETS1	chr3:39407082	chr11:128489490	50
rep1_cov50_pass5_sample5	ZMYM6--EGFR	chr1:35014697	chr7:55161499	50
rep1_cov50_pass5_sample5	CBX3--ZSCAN20	chr7:26211756	chr1:33489518	50
rep1_cov50_pass5_sample4	CARD10--CYP2A7	chr22:37497019	chr19:40875874	50
rep1_cov50_pass5_sample2	SLC25A41--PNPLA8	chr19:6433487	chr7:108479379	50
rep1_cov50_pass5_sample5	DNAJC25--TMEM74B	chr9:111647259	chr20:1181587	50
rep1_cov50_pass5_sample3	ST6GAL2--KIAA0355	chr2:106830066	chr19:34347877	50
rep1_cov50_pass5_sample1	ACAD9--MLH3	chr3:128880017	chr14:75049718	49
rep1_cov50_pass5_sample1	GLTSCR2--POTEG	chr19:47751107	chr14:18972760	50
rep1_cov50_pass5_sample4	COL4A4--NUDT2	chr2:227144516	chr9:34339024	50
rep1_cov50_pass5_sample4	TRIM40--FRA10AC1	chr6:30147209	chr10:93685359	50
rep1_cov50_pass5_sample2	APCDD1L--ERGIC2	chr20:58513817	chr12:29356477	50
rep1_cov50_pass5_sample4	ACY3--UMOD	chr11:67645692	chr16:20335520	50
rep1_cov50_pass5_sample5	SH2D4A--PIK3IP1	chr8:19333114	chr22:31283288	50
rep1_cov50_pass5_sample2	NPEPL1--LRRC42	chr20:58714670	chr1:53958149	50
rep1_cov50_pass5_sample3	FOLR1--VSTM1	chr11:72192341	chr19:54042369	50
rep1_cov50_pass5_sample2	RHNO1--C1QTNF4	chr12:2885534	chr11:47590815	50
rep1_cov50_pass5_sample2	CLCN2--MED13L	chr3:184357779	chr12:116237705	50
rep1_cov50_pass5_sample3	CYP11B1--DCX	chr8:142875234	chrX:111410420	49
rep1_cov50_pass5_sample2	HEG1--TMEM31	chr3:124990787	chrX:103712236	50
rep1_cov50_pass5_sample5	CEP41--TNFRSF9	chr7:130427955	chr1:7933296	50
rep1_cov50_pass5_sample2	ECI2--RTKN2	chr6:4119186	chr10:62198443	50
rep1_cov50_pass5_sample5	CCL7--CPA5	chr17:34270366	chr7:130349975	50
rep1_cov50_pass5_sample5	ADAD1--C1QTNF4	chr4:122421390	chr11:47590815	50
rep1_cov5_pass20_sample3	TMEM132A--C8orf44	chr11:60936016	chr8:66679721	5
rep1_cov5_pass20_sample4	HEXDC--URGCP	chr17:82419883	chr7:43887816	5
rep1_cov5_pass20_sample1	PDILT--WRB	chr16:20369492	chr21:39391769	5
rep1_cov5_pass20_sample3	FHIT--BAG4	chr3:60536860	chr8:38209013	5
rep1_cov5_pass20_sample4	EFNB1--SERINC3	chrX:68838894	chr20:44504891	5
rep1_cov5_pass20_sample3	CKMT1B--MAGEA12	chr15:43596077	chrX:152736087	5
rep1_cov5_pass20_sample3	SNX9--ZNF623	chr6:157910025	chr8:143649898	5
rep1_cov5_pass20_sample2	SIK3--DMPK	chr11:116857810	chr19:45771928	5
rep1_cov5_pass20_sample4	CCL22--CCDC74A	chr16:57360560	chr2:131531664	5
rep1_cov5_pass20_sample4	NFATC3--SLITRK3	chr16:68167015	chr3:165190851	5
rep1_cov5_pass20_sample1	GPR108--TMEM95	chr19:6733845	chr17:7355838	5
rep1_cov5_pass20_sample4	DHX16--KCNG4	chr6:30659736	chr16:84223020	5
rep1_cov5_pass20_sample5	TRAF3IP3--TBR1	chr1:209775736	chr2:161417676	5
rep1_cov5_pass20_sample1	ZNF3--PRKD2	chr7:100075135	chr19:46714001	5
rep1_cov5_pass20_sample3	METTL2B--RASAL1	chr7:128488161	chr12:113100680	5
rep1_cov5_pass20_sample3	C13orf45--TPI1	chr13:75873972	chr12:6868864	5
rep1_cov5_pass20_sample3	TNFRSF6B--MAP3K4	chr20:63697191	chr6:161116850	5
rep1_cov5_pass20_sample5	ALKBH4--TMTC4	chr7:102464714	chr13:100636734	5
rep1_cov5_pass20_sample3	C10orf113--THBS3	chr10:21146342	chr1:155206406	5
rep1_cov5_pass20_sample4	GSTT2B--PMEPA1	chr22:23961020	chr20:57653086	5
rep1_cov5_pass20_sample5	RAB3A--CALR3	chr19:18202513	chr19:16484115	5
rep1_cov5_pass20_sample1	CXorf57--RBM17	chrX:106612723	chr10:6106141	5
rep1_cov5_pass20_sample2	SOHLH2--HSPA1L	chr13:36174476	chr6:31811985	5
rep1_cov5_pass20_sample2	TECTA--C9orf16	chr11:121109498	chr9:128163443	5
rep1_cov5_pass20_sample1	GLIS3--CASK	chr9:3829310	chrX:41745601	5
rep1_cov5_pass20_sample2	PROX2--OTOF	chr14:74856801	chr2:26463571	5
rep1_cov5_pass20_sample5	MYLIP--RPE65	chr6:16145317	chr1:68431176	5
rep1_cov5_pass20_sample1	FNDC3B--APOLD1	chr3:172247776	chr12:12786909	5
rep1_cov5_pass20_sample4	GNE--S1PR5	chr9:36222777	chr19:10515029	5
rep1_cov5_pass20_sample1	MTTP--LZTS1	chr4:99564426	chr8:20253585	5
rep1_cov5_pass20_sample1	TNK1--SF3B14	chr17:7383089	chr2:24067851	5
rep1_cov5_pass20_sample2	F7--NOL10	chr13:113110850	chr2:10663044	5
