sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
DepMap_AS010_v1_K562.refine.bam.fastq,ACOT7:NOL9,chr1,6393257,-,chr1,6533441,-,140.169,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/184942657/ccs/6358_8072,145,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZBTB8OS:YARS,chr1,32650433,-,chr1,32791254,-,140.819,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/80742463/ccs/1165_2065,115,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,BRE:MRPL33,chr2,27929908,+,chr2,27779433,+,150.474,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/70387068/ccs/6085_6703,335,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,NT5C2:PCGF6,chr10,103174858,-,chr10,103333952,-,159.092,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/231083931/ccs/1481_3025,165,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SH3BP2:NOP14,chr4,2793138,+,chr4,2954563,-,161.423,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/95682730/ccs/4689_5032,86,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ADAT2:AIG1,chr6,143450563,-,chr6,143284110,+,166.457,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/216074792/ccs/9631_10066,161,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TMEM39A:COX17,chr3,119461962,-,chr3,119675233,-,213.261,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/103746596/ccs/4681_5339,437,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-476K15.1:CTD-2015H3.2,chr18,1566524,+,chr18,1779859,+,213.336,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/70783242/ccs/43_817,223,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CCND2:C12orf4,chr12,4288990,+,chr12,4505380,-,216.393,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/120262695/ccs/2400_4282,1001,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,MAGT1:PGK1,chrX,77895309,-,chrX,78122835,+,227.525,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/86510012/ccs/6562_7745,129,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CSE1L:ZFAS1,chr20,49058548,+,chr20,49289045,+,230.501,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/258085491/ccs/3972_4381,197,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,YWHAZ:ZNF706,chr8,100953269,-,chr8,101201743,-,248.471,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/199299682/ccs/6817_7473,110,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FARS2:RP3-380B8.4,chr6,5613320,+,chr6,5870041,+,256.723,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/35718874/ccs/1857_2574,490,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,KANSL1:ARL17B,chr17,46094560,-,chr17,46352930,-,258.366,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/111023129/ccs/1559_3979,1683,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,SCHLAP1:UBE2E3,chr2,180692441,+,chr2,180982018,+,289.58,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/130289784/ccs/3517_5108,433,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-59N23.1:CMAS,chr12,21760085,+,chr12,22055149,+,295.065,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/28246936/ccs/74_1772,302,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SLC10A7:TTC29,chr4,146503849,-,chr4,146803685,-,299.833,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/199365428/ccs/5382_6433,624,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,CCDC18:RPL5,chr1,93180882,+,chr1,92840551,+,340.327,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/68160608/ccs/3992_4412,173,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,FNDC3B:PLD1,chr3,172133546,+,chr3,171789535,-,344.007,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/66126701/ccs/4466_5521,287,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,SRPK2:KMT2E,chr7,105388648,-,chr7,105040839,+,347.809,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/54461001/ccs/2372_4141,188,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,LINC01036:LINC01037,chr1,187092946,+,chr1,187443628,+,350.692,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/221840293/ccs/1770_5476,634,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,LMAN2:UIMC1,chr5,177334284,-,chr5,176982623,-,351.668,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/179441202/ccs/7141_8866,929,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PJA2:FER,chr5,109409842,-,chr5,109037422,+,372.42,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/148835407/ccs/5173_6322,83,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,BCAP29:HBP1,chr7,107583982,+,chr7,107200160,+,383.817,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/77923143/ccs/5362_5792,265,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-96H19.1:SCAF11,chr12,46387972,+,chr12,45964188,-,423.782,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/217386730/ccs/4576_7332,709,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZNF14:SUGP1,chr19,19732956,-,chr19,19280291,-,452.667,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/214895045/ccs/4591_5576,156,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,COX7A2:SENP6,chr6,75243717,-,chr6,75709527,+,465.808,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/165808039/ccs/4077_5080,95,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RALGAPB:TTI1,chr20,38473069,+,chr20,38006397,-,466.669,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/243862754/ccs/11895_12924,179,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,KANSL1:ARL17A,chr17,46094560,-,chr17,46570869,-,476.305,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/246549390/ccs/8406_11084,1683,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,SPAG6:DNAJC1,chr10,22391920,+,chr10,21882439,-,509.478,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/230298415/ccs/4461_5532,117,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CREB3L2:TRIM24,chr7,138001604,-,chr7,138551063,+,549.457,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/34735502/ccs/5018_8123,466,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,MAPK1IP1L:KTN1,chr14,55051803,+,chr14,55612019,+,560.219,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/192091350/ccs/3818_5065,126,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZFAND3:RNF8,chr6,37929999,+,chr6,37368484,+,561.512,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/181342345/ccs/1824_2266,258,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,WDR12:NOP58,chr2,202896065,-,chr2,202297379,+,598.683,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/101844597/ccs/7255_8805,808,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ATG4C:ALG6,chr1,62805255,+,chr1,63436823,+,631.57,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/46402858/ccs/5844_6581,361,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RNF11:FAF1,chr1,51236879,+,chr1,50596216,-,640.668,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/76549020/ccs/6086_8007,538,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CTC-459F4.3:AC005307.3,chr19,27793609,+,chr19,28437718,-,644.109,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/132978507/ccs/6542_8561,145,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CNOT2:CCT2,chr12,70243480,+,chr12,69597156,+,646.322,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/133499756/ccs/3424_4710,416,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SYNJ2:DYNLT1,chr6,157982088,+,chr6,158641360,-,659.274,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/246616330/ccs/5557_6486,264,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,POLD2:PPIA,chr7,44121834,-,chr7,44801287,+,679.452,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/113377973/ccs/7522_8159,315,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TEX14:YPEL2,chr17,58691939,-,chr17,59388327,+,696.387,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/246158015/ccs/2846_3673,80,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,NKTR:ANO10,chr3,42601064,+,chr3,43366974,-,765.912,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/184224296/ccs/3876_4686,196,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,KIAA1328:RPRD1A,chr18,36844302,+,chr18,35993300,-,851.006,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/117442997/ccs/5837_7630,347,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ATP9B:TXNL4A,chr18,79069529,+,chr18,79977701,-,908.175,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/165348837/ccs/5267_5865,156,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CKAP5:FNBP4,chr11,46790076,-,chr11,47717512,-,927.433,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/63832357/ccs/5878_8840,1974,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,OSBPL8:KRR1,chr12,76450851,-,chr12,75508446,-,942.411,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/109709006/ccs/4861_6765,582,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,AMOTL1:CEP57,chr11,94768560,+,chr11,95799232,+,1030.674,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/158076507/ccs/44_2652,180,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PSMB7:MAPKAP1,chr9,124384598,-,chr9,125444598,-,1059.998,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/66848347/ccs/3354_4578,586,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,HBS1L:TBPL1,chr6,135054649,-,chr6,133986961,+,1067.691,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/57346229/ccs/6217_6911,170,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,EIF3M:C11orf91,chr11,32589135,+,chr11,33698514,-,1109.38,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/196871037/ccs/1460_2203,492,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,DNAJB6:NCAPG2,chr7,157337144,+,chr7,158646563,-,1309.419,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/139659694/ccs/4136_4989,141,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SLC25A26:SUCLG2,chr3,66263379,+,chr3,67609596,-,1346.22,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/224921064/ccs/3209_5990,543,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,HP1BP3:CAPZB,chr1,20787195,-,chr1,19419750,-,1367.449,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/171840664/ccs/3225_4467,120,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TCEA1:RB1CC1,chr8,54010430,-,chr8,52630528,-,1379.904,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/110562795/ccs/4630_6602,311,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ACYP2:CCDC88A,chr2,53973810,+,chr2,55355751,-,1381.944,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/243731646/ccs/1013_1934,345,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PRR16:SRFBP1,chr5,120464645,+,chr5,122019260,+,1554.618,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/234100046/ccs/5950_6723,344,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,EVL:PPP2R5C,chr14,100097658,+,chr14,101856686,+,1759.039,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/232523110/ccs/2029_3740,555,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FNDC3B:PHC3,chr3,172112590,+,chr3,170178938,-,1933.651,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/90638167/ccs/3073_3810,235,PotentialTransSplicing,Yes
DepMap_AS010_v1_K562.refine.bam.fastq,RPS24:C10orf11,chr10,78037304,+,chr10,76036008,+,2001.288,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/143133948/ccs/10365_11049,430,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FNDC3B:GPR160,chr3,172112590,+,chr3,170079774,+,2032.814,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/158862855/ccs/9067_10658,295,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,KMT2E:PRKAR2B,chr7,105014535,+,chr7,107140847,+,2126.315,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/107090695/ccs/1242_1863,318,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZNF189:SEC61B,chr9,101399189,+,chr9,99222546,+,2176.64,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/150277079/ccs/2650_3428,303,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-302M6.4:GLMN,chr1,89843782,+,chr1,92247144,-,2403.365,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/35130996/ccs/44_721,350,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PVRL2:NAPA,chr19,44846613,+,chr19,47495596,-,2648.985,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/154473056/ccs/9014_10518,266,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SCAF4:LTN1,chr21,31692349,-,chr21,28971444,-,2720.908,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/52498080/ccs/44_2872,2042,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,AC097721.2:UBXN4,chr2,138500755,-,chr2,135748267,+,2752.49,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/166072587/ccs/5858_6911,516,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,GALNT2:NTPCR,chr1,230203290,+,chr1,232978163,+,2774.876,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/68031512/ccs/9521_10201,451,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TBXA2R:SLC25A41,chr19,3606530,-,chr19,6427501,-,2820.965,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/202704410/ccs/3009_4189,341,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,LINC01036:TSEN15,chr1,187092946,+,chr1,184072827,+,3020.117,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/103876404/ccs/2013_4020,632,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,COMMD10:DMXL1,chr5,116087587,+,chr5,119129211,+,3041.627,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/202835152/ccs/5603_5845,138,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZNF236:TXNL4A,chr18,76822662,+,chr18,79977701,-,3155.041,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/54925250/ccs/44_722,126,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CMPK1:FAF1,chr1,47375293,+,chr1,50596216,-,3220.925,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/218826991/ccs/5516_7609,720,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RUNX1:DSCR8,chr21,34859474,-,chr21,38156304,+,3296.83,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/918237/ccs/74_894,613,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,F11-AS1:FRG1,chr4,186500845,-,chr4,189952162,+,3451.319,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/71762128/ccs/4434_5305,157,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,USP32:C17orf67,chr17,60391882,-,chr17,56816010,-,3575.876,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/108140340/ccs/44_1153,177,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CHRM3:SDCCAG8,chr1,239492807,+,chr1,243270105,+,3777.301,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/30279377/ccs/701_1972,165,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,EFR3A:PVT1,chr8,131904322,+,chr8,128096518,+,3807.803,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/116070307/ccs/3030_3671,229,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ARHGAP18:TBPL1,chr6,129710024,-,chr6,133980082,+,4270.056,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/121768845/ccs/74_1338,198,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,MRPS5:REV1,chr2,95121734,-,chr2,99442469,-,4320.732,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/181275975/ccs/4389_5464,258,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TTN-AS1:NCKAP1,chr2,178535828,+,chr2,182935375,-,4399.548,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/230557887/ccs/7341_9357,515,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,NPEPPS:RPL27,chr17,47569494,+,chr17,42998749,+,4570.741,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/33622827/ccs/3363_4660,865,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FBXO48:UGP2,chr2,68464840,-,chr2,63890081,+,4574.759,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/45289737/ccs/3916_5216,755,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SPPL2A:SORD,chr15,50748113,-,chr15,45072317,+,5675.796,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/185271860/ccs/74_2288,616,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TAF1C:TCF25,chr16,84186901,-,chr16,89904118,+,5717.217,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/36899569/ccs/44_979,139,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RPL27A:NAP1L4,chr11,8684892,+,chr11,2959909,-,5724.981,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/91689738/ccs/44_2109,342,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,NPTN:SMAD6,chr15,73633125,-,chr15,66780997,+,6852.124,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/188680949/ccs/5431_6533,267,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SSX2IP:PIGK,chr1,84690154,-,chr1,77122359,-,7567.798,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/102041934/ccs/73_951,161,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,LEPROTL1:EIF4EBP1,chr8,30095528,+,chr8,38057081,+,7961.556,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/118884443/ccs/3710_4458,111,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,R3HDM1:IWS1,chr2,135605016,+,chr2,127505752,-,8099.261,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/118166384/ccs/4874_6406,547,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CANX:NPM1,chr5,179699102,+,chr5,171405302,+,8293.799,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/80286516/ccs/6618_7321,170,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,UCHL5:NAV1,chr1,193049746,-,chr1,201790554,+,8740.808,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/39193375/ccs/8099_9712,327,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,XBP1:COMT,chr22,28797077,-,chr22,19968536,+,8828.543,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/190317412/ccs/2809_3759,472,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SECISBP2:STX17,chr9,89319797,+,chr9,99959917,+,10640.122,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/119999957/ccs/3009_3684,264,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,TTC27:THADA,chr2,32650233,+,chr2,43549368,-,10899.138,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/150930267/ccs/1515_5278,752,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZNF616:SUPT5H,chr19,52130501,-,chr19,39476081,+,12654.421,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/18941288/ccs/4728_5505,265,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,AGPS:GLS,chr2,177393049,+,chr2,190910263,+,13517.216,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/139399666/ccs/7023_10545,281,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SNHG5:CCNC,chr6,85677954,-,chr6,99558548,-,13880.59,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/196412105/ccs/9718_11615,174,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ST6GALNAC3:ZNF326,chr1,76074884,+,chr1,90005003,+,13930.121,0,1,FALSE,TRUE,FALSE,m84063_230620_211331_s3/69143275/ccs/11805_12297,189,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SF3A3:USP48,chr1,37987573,-,chr1,21729832,-,16257.744,0,1,FALSE,TRUE,FALSE,m84056_230620_213907_s3/66323764/ccs/74_958,355,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PSMD11:EME1,chr17,32473945,+,chr17,50380312,+,17906.368,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/58922150/ccs/4601_6301,810,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FAM126A:RBAK-RBAKDN,chr7,23013925,-,chr7,5072362,+,17941.567,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/227872986/ccs/2027_2629,166,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PATL1:CLNS1A,chr11,59666853,-,chr11,77625818,-,17958.962,0,1,TRUE,TRUE,TRUE,m84063_230620_211331_s3/64820325/ccs/71_1325,241,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,SEC63:UBE2J1,chr6,107911346,-,chr6,89333205,-,18578.144,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/128779569/ccs/3659_4838,713,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,FBXO4:KIF2A,chr5,41929917,+,chr5,62347130,+,20417.219,0,1,TRUE,TRUE,FALSE,m84056_230620_213907_s3/150602956/ccs/8151_9402,673,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CLYBL:RNF219,chr13,99773010,+,chr13,78644997,-,21128.009,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/121636274/ccs/2939_3675,257,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,ZNF217:TPX2,chr20,53597631,-,chr20,31757407,+,21840.227,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/78711583/ccs/74_851,250,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-214K3.25:CHPT1,chr12,123974020,+,chr12,101723168,+,22250.85,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/77927137/ccs/44_842,235,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,MED1:UBB,chr17,39447798,-,chr17,16381902,+,23065.898,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/186909401/ccs/6585_7766,343,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,GOLPH3L:GAS5,chr1,150694656,-,chr1,173865547,-,23170.889,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/102175672/ccs/5095_5861,360,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,RP11-412P11.1:CORIN,chr4,23003243,+,chr4,47807047,-,24803.806,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/42473087/ccs/4215_4706,306,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,WDR43:GPR75-ASB3,chr2,28894923,+,chr2,53765585,-,24870.666,0,1,FALSE,TRUE,TRUE,m84056_230620_213907_s3/77731487/ccs/7866_9856,236,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,PDE4DIP:GAS5,chr1,148889894,+,chr1,173864506,-,24974.625,0,1,FALSE,TRUE,TRUE,m84063_230620_211331_s3/93129827/ccs/7254_7706,207,PotentialTransSplicing,-
DepMap_AS010_v1_K562.refine.bam.fastq,CALCOCO2:JMJD6,chr17,48841887,+,chr17,76718860,-,27876.972,0,1,TRUE,TRUE,TRUE,m84056_230620_213907_s3/61146983/ccs/73_721,239,PotentialTransSplicing,-
